iso3,country,year,mode_id,article,procedure,specification,category
ALB,Albania,2020,A19,"Decree 554, I(2)a;

Decree 554, I(2)c-e, Decree 554, 1(2)b 







",Grant (discretionary);Grant (discretionary),"Person is born to a parent of Albanian origin, regardless of the place of birth. Excludes people of Albanian origin who are citizens of Kosovo.; 

Person is of Albanian origin and 1) is a citizen (or documented resident) of an EU member state, the United States of America or another state the citizens of which are not required to hold a visa to travel in the states belonging to the Schengen Area. OR 2) possesses another citizenship or is stateless and one parent is an Albanian citizen. OR 3) person possesses another citizenship or is stateless and was born in Albania. Or person's ancestors were in possession of citizenship and are no longer alive at the time of request, provided that the person can prove direct descent (up to the 3rd generation) from such a citizen ancestor. Excludes people of Albanian origin who are citizens of Kosovo



",Provision exists (conditions not further specified in database)
ALB,Albania,2020,A20,No provision,n.a.,n.a.,No provision
ALB,Albania,2020,A21,No provision,n.a.,n.a.,No provision
ALB,Albania,2020,A22,No provision,n.a.,n.a.,No provision
ALB,Albania,2020,A23,ALB 9(8),Application (entitlement),Person is a minor or adult and has been resident in Albania for 5 continuous years. Other conditions: no danger to security and defence of Albania.,Generally applicable provision
ALB,Albania,2020,A24,ALB 9(7),Application (entitlement),"Person is someone whose acquisition of citizenship would be in special (scientific, economic, cultural or national) interest of Albania. Other conditions: no danger to security and defence of Albania.",Provision exists (conditions not further specified in database)
ALB,Albania,2020,A25,No provision,n.a.,n.a.,No provision
ALB,Albania,2020,A26,ALB 9(7),Grant (discretionary),Person is someone whose acquisition of citizenship would be in special economic interest of Albania. Other conditions: no danger to security and defence of Albania. ,Provision exists (conditions not further specified in database)
ARE,United Arab Emirates,2020,A01a,UAE 2; UAE 10bis,Attribution (automatic);Attribution (automatic),"Person is born in the UAE to a male citizen, or to a female citizen and the father is unknown or stateless;
Person is born to a female citizen who is married to a foreign citizen. Citizenship can be acquired six years after the date of birth, and only if the mother had citizenship during the period from the date of birth until the date of submission of the request. 
",Gender restriction: only if the father is a citizen (wedlock condition/supplementary provision may apply)
ARE,United Arab Emirates,2020,A01b,UAE 2; UAE 10bis,Attribution (automatic);Application (discretionary),"Person is born in the UAE to a male citizen, or to a female citizen and the father is unknown or stateless;
Person is born to a female citizen who is married to a foreign citizen. Citizenship can be acquired six years after the date of birth, and only if the mother had citizenship during the period from the date of birth until the date of submission of the request. ",Gender restriction: only if the father is a citizen (wedlock condition/supplementary provision may apply)
ARE,United Arab Emirates,2020,A02a,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A02b,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A03a,UAE 2(e),Attribution (automatic),Person is born in the UAE to unknown parents.,Generally applicable provision
ARE,United Arab Emirates,2020,A03b,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A04,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A05,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A06,"UAE 8, UAE 11, UAE 12bis",Grant (discretionary),"Person has been resident in the UAE for at least 30 years. Other conditions: renunciation of original citizenship, lawful and continuous residence in UAE, proficient in Arabic, legitimate means of income, educational qualification, good character, not convicted for crimes of dishonour (unless person has been rehabilitated), obtained security approval, sworn an oath of allegiance. ",Generally applicable provision (see further conditions under A06a-A06f)
ARE,United Arab Emirates,2020,A06a,"UAE 8, UAE 12bis",Grant (discretionary),Person has been resident in the UAE for at least 30 years (lawful and continuous residence in UAE).,More than 10 years of residence required
ARE,United Arab Emirates,2020,A06b,"UAE 8, UAE 11, UAE 12bis",Grant (discretionary),Renunciation of original citizenship required.,Generally applicable provision (no major exceptions)
ARE,United Arab Emirates,2020,A06c,"UAE 8, UAE 11, UAE 12bis",Grant (discretionary),Proficiency in Arabic required.,Language requirement without certification or test
ARE,United Arab Emirates,2020,A06d,"UAE 8, UAE 11, UAE 12bis",Grant (discretionary),Person must have sworn an oath of allegiance. ,No requirement
ARE,United Arab Emirates,2020,A06e,"UAE 8, UAE 11, UAE 12bis",Grant (discretionary),"Person must have good character, not convicted for crimes of dishonour (unless person has been rehabilitated), obtained security approval.","Exclusion for certain specified crimes, offences or character queries and general moral character condition applies"
ARE,United Arab Emirates,2020,A06f,"UAE 8, UAE 11, UAE 12bis",Grant (discretionary),"Legitimate means of income, educational qualification required.",Requirement (conditions not further specified in database)
ARE,United Arab Emirates,2020,A07,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A08,"UAE 3, UAE 12bis",Application (discretionary),Person is the wife of a male citizen and the couple have been married for at least 10 years (reduced to 7 years if couple has children). Other conditions: see A06 (exemption may be granted from educational qualification requirement). ,Gender restriction: only for female spouse of male citizen (with residence requirement)
ARE,United Arab Emirates,2020,A09,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A10,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A11,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A12a,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A12b,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A13,UAE 10,Application (discretionary),Person is the wife of someone who is acquiring citizenship and provided she renounces her original citizenship.,Gender restriction: only applies to female spouses (without residence requirement)
ARE,United Arab Emirates,2020,A14,UAE 10,Attribution (automatic),No conditions given.,Age restriction: only if child is minor
ARE,United Arab Emirates,2020,A16,UAE 17-18,Application (discretionary),Person had obtained a foreign citizenship and has meanwhile renounced that citizenship. A minor who lost citizenship may regain it after reaching the age of majority.,Mode restriction: only if citizenship was lost on particular grounds
ARE,United Arab Emirates,2020,A18,UAE 5,Attribution (automatic),"Person is an Arab of Omani, Qatari or Bahraini origin and s/he has been resident in the UAE legally and continuously for more than 3 years immediately preceding his/her application for citizenship. Other conditions: legal means of living, good conduct, and not been convicted for a crime that impugns integrity.",Provision exists (with residence requirement)
ARE,United Arab Emirates,2020,A19,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A20,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A21,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A22,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A23,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A24,UAE 9,Grant (discretionary),Person has special skills. No residence requirement. Other requirements: see A06.,Provision exists (conditions not further specified in database)
ARE,United Arab Emirates,2020,A25,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,A26,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A01a,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A01b,"ARG 1(2), 5, Decree 3213/84 (2);

Law 16.569 as modified by Law 25.327",Application (entitlement);Application (entitlement),"Person is born abroad to a citizen who was born in Argentina.;

Person is born abroad to a citizen who was exiled from Argentina. Option right can be exercised after arrival in the country.",Generational transmission restriction: conditional on birthplace/place of residence /mode under which parent acquired citizenship
ARG,Argentina,2020,A02a,"ARG 1(1), 1(3), 1(5)",Attribution (automatic),Person is born in Argentina. Unless parents are foreign diplomats.,Generally applicable provision
ARG,Argentina,2020,A02b,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A03a,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A03b,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A04,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A05,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A06,"Const 20, ARG 2(1), 6, Decree 3213/84 (3-8)",Application (entitlement),"Person has been resident in Argentina for a continuous period of at least 2 years preceding his/her request in accordance with the regulatory framework on immigration and expresses his or her will to acquire citizenship before a federal district judge. Other conditions: honest source of income or occupation, no convictions for a crime committed in Argentina or abroad that carries a prison sentence of 3 years or more (unless the sentence has been served and the application for naturalisation is submitted 5 years after serving the sentence, or when amnesty has been granted), no criminal proceedings initiatives against the person in Argentina or abroad, and oath of loyalty. Judge may deny naturalisation if the applicant publicly advocates the overthrow of the democratic system, the use of violence, or denies the value of the human rights system. Political, ideological, trade union-related, religious or racial considerations can have no effect on the acquisition of citizenship. ",Generally applicable provision (see further conditions under A06a-A06f)
ARG,Argentina,2020,A06a,"Const 20, ARG 2(1), 6, Decree 3213/84 (3-8)",Application (entitlement),Person has been resident in Argentina for a continuous period of at least 2 years preceding his/her request in accordance with the regulatory framework on immigration.,Less than 5 years of residence required
ARG,Argentina,2020,A06b,"Const 20, ARG 2(1), 6, Decree 3213/84 (3-8)",Application (entitlement),n.a.,No requirement
ARG,Argentina,2020,A06c,"Const 20, ARG 2(1), 6, Decree 3213/84 (3-8)",Application (entitlement),n.a.,No requirement
ARG,Argentina,2020,A06d,"Const 20, ARG 2(1), 6, Decree 3213/84 (3-8)",Application (entitlement),n.a.,No requirement
ARG,Argentina,2020,A06e,"Const 20, ARG 2(1), 6, Decree 3213/84 (3-8)",Application (entitlement),"No convictions for a crime committed in Argentina or abroad that carries a prison sentence of 3 years or more (unless the sentence has been served and the application for naturalisation is submitted 5 years after serving the sentence, or when amnesty has been granted), no criminal proceedings initiatives against the person in Argentina or abroad. Judge may deny naturalisation if the applicant publicly advocates the overthrow of the democratic system, the use of violence, or denies the value of the human rights system.","Exclusion for certain specified crimes, offences or character queries"
ARG,Argentina,2020,A06f,"Const 20, ARG 2(1), 6, Decree 3213/84 (3-8)",Application (entitlement),Honest source of income or occupation.,Requirement (conditions not further specified in database)
ARG,Argentina,2020,A07,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A08,ARG 2(2)(7),Application (entitlement),"Person is the spouse of a citizen. Other conditions: see A06 (except residence requirement). (Note: Provision used to discriminate between men and women. After the ratification by Argentina of the Convention on the Elimination of All Forms of Discrimination against Women on 15 July 1985 and the adoption of the 1994 Argentinean Constitution which includes this convention in Art. 75 (22), this discrimination ceased to exist and the provision applies to both men and women.)",Generally applicable provision (no residence requirement)
ARG,Argentina,2020,A09,ARG 3,Application (entitlement),"Person is the child of a father who acquired citizenship by naturalisation. Other conditions: the person was a minor at the time of the parent's naturalisation, was born abroad and he/she enrols in the National Guard under the age-conditions prescribed by the pertinent law. ",Generally applicable provision (child can be minor or adult)
ARG,Argentina,2020,A10,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A11,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A12a,ARG 4,Application (entitlement),Person is the child of a father who acquired citizenship of another country by naturalisation. Other conditions: he or she enrols in the National Guard under the time-conditions prescribed by pertinent law.,Provision exists (conditions not further specified in database)
ARG,Argentina,2020,A12b,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A13,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A14,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A16,Law 23.059 (3-4),Attribution (automatic),Person lost citizenship due to de facto laws 21.795 and 21.610 (i.e. enacted by the dictatorship). Re-acquisition is automatic unless the person manifests the contrary via judicial process.,Mode restriction: only if citizenship was lost on particular grounds
ARG,Argentina,2020,A18,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A19,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A20,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A21,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A22,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A23,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,A24,"ARG 2(2)(4)-2(2)(6), 2(2)(8);
ARG 2(2)(3)",Application (entitlement);Application (entitlement),"Person is an entrepreneur or builder in the field of railway construction, part of an established colony and own real estate in the country, populates an Argentinean national territory, or is a teacher in any field of education or industry. Other conditions: see A06 (except residence requirement).;
Person has established a new industry or introduced a useful invention. Other conditions: see A06 (except residence requirement).",Provision exists (conditions not further specified in database)
ARG,Argentina,2020,A25,ARG 2(2)(1)-2(2)(2),Application (entitlement),"Person has honourably fulfiled, in Argentina or abroad, a function in the service of Argentina, or has militarily defended the country. Other conditions: see A06 (except residence requirement).",Generally applicable provision (applicable to military and public service)
ARG,Argentina,2020,A26,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,A01a,"Const 30.1, ARM 11",Attribution (automatic),"Person is born to parents who are both citizens or to a parent who is a citizen and the other parent is unknown or stateless. If one parent is a citizen and the other parent is a foreigner, the child acquires citizenship based on a written consent. In the absence of written consent, the child acquires citizenship if s/he is otherwise stateless, or both parents reside permanently in Armenia.",Dual citizenship restriction
ARM,Armenia,2020,A01b,"Const 30.1, ARM 11",Attribution (automatic),"Person is born to parents who are both citizens or to a parent who is a citizen and the other parent is unknown or stateless. If one parent is a citizen and the other parent is a foreigner, the child acquires citizenship based on a written consent. In the absence of written consent, the child acquires citizenship if she or he is otherwise stateless, or both parents reside permanently in Armenia.",Dual citizenship restriction
ARM,Armenia,2020,A02a,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,A02b,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,A03a,ARM 20,Attribution (automatic),Person is a child is found in Armenia of unknown parentage. This can be changed in case of discovery of at least one of the parents or a trustee.,Generally applicable provision
ARM,Armenia,2020,A03b,ARM 12,Attribution (automatic),Person is born in Armenia to stateless parents or parents whose nationality is unknown or parents who cannot transfer their citizenship to their child.,Generally applicable provision
ARM,Armenia,2020,A04,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,A05,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,A06,ARM 13,Grant (discretionary),"Person has been lawfully resident in Armenia for 3 years. Other conditions: proficiency in the Armenian language, familiarity with the Constitution of the Republic of Armenia, his/her activities do not violate state and social security, public order, protection of the public health and traditions or rights, freedoms, dignity and good reputation of others, and oath of allegiance.",Generally applicable provision (see further conditions under A06a-A06f)
ARM,Armenia,2020,A06a,ARM 13,Grant (discretionary),Person has been lawfully resident in Armenia for 3 years.,Less than 5 years of residence required
ARM,Armenia,2020,A06b,ARM 13,Grant (discretionary),n.a.,No requirement
ARM,Armenia,2020,A06c,ARM 13,Grant (discretionary),Proficiency in the Armenian language required.,Language requirement without certification or test
ARM,Armenia,2020,A06d,ARM 13,Grant (discretionary),Familiarity with the Constitution of the Republic of Armenia required.,Requirement without certification or test
ARM,Armenia,2020,A06e,ARM 13,Grant (discretionary),"Person's activities may not violate state and social security, public order, protection of the public health and traditions or rights, freedoms, dignity and good reputation of others.",General requirement without specification (good moral character)
ARM,Armenia,2020,A06f,ARM 13,Grant (discretionary),n.a.,No requirement
ARM,Armenia,2020,A07,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,A08,ARM 13,Grant (discretionary),Person is married to a citizen for at least two years and has resided in Armenia for at least 365 days or has a child with his/her Armenian spouse. Other conditions: see A06 (except residence requirement and language proficiency).,Generally applicable provision (with residence requirement)
ARM,Armenia,2020,A09,ARM 13,Grant (discretionary),Peron has a father and/or mother who is/are citizens. Other conditions: see A06 (except residence requirement and language proficiency).,Generally applicable provision (child can be minor or adult)
ARM,Armenia,2020,A10,ARM 18,Attribution (automatic),"Person is a child both whose adoptive parents are citizens. If one parent is a foreigner, the child acquires citizenship if a) both parents give their consent, or b) the child resides in the country, or c) the child would otherwise be stateless.",Age restriction: only if adopted child is a minor
ARM,Armenia,2020,A11,ARM 13,Grant (discretionary),Person has a child who is a citizen. Other conditions: see A06 (except residence requirement and language proficiency).,Generational restriction: only if person is a parent of a citizen
ARM,Armenia,2020,A12a,ARM 13,Grant (discretionary),Person is the child of a parent(s) who held citizenship of the country in the past or the person was born on the territory of the country and applies for citizenship of Armenia within 3 years of reaching the age of 18 years. Other conditions: see A06 (except residence requirement).,Provision exists (conditions not further specified in database)
ARM,Armenia,2020,A12b,No provision,n.a.,n.a.                  ,No provision
ARM,Armenia,2020,A13,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,A14,ARM 16,Attribution (automatic),"Person is under 18 years old and both parents are acquiring citizenship of the country. If one parent is a foreigner or stateless person the consent of both parents is required, unless the child resides in the country and the parent who is a citizen gives his/her consent. If child is 14-18 years old, the child's consent is required. ",Age restriction: only if child is minor
