iso3,country,year,mode_id,article,procedure,specification,category
ALB,Albania,2020,L11,ALB 16(1); ALB 16(2); ALB 13(2),Release;Nullification;Nullification,"Parent of minor renounces citizenship, and both parents consent to the child's loss of citizenship; Parent of minor renounces citizenship, and the other parent does not consent to the child's loss of citizenship. Loss can still occur if it is judged to be in the interests of the child and if the child is or will become a citizen of another country; Parent of minor loses citizenship due to fraud in the naturalisation procedure. Child's loss of citizenship must be in his/her interest. Loss cannot result in statelessness.",Only applies if citizenship is lost on particular grounds and exceptions apply
ALB,Albania,2020,L12,No provision,n.a.,n.a.,No provision
ALB,Albania,2020,L13a,No provision,n.a.,n.a.,No provision
ALB,Albania,2020,L13b,ALB 16(3),Lapse,Person is a minor who is adopted by citizens of another country and acquires citizenship of that country.,Loss applies only to person adopted by two foreign citizens
ALB,Albania,2020,L14,ALB 8(2),Lapse,"Person is under 14 years of age and his/her parents, who are citizens of another country, become known. Citizenship can be relinquished at the request of his lawful parents Provision does not apply if child would thereby become stateless.",Loss applies to person who has acquired citizenship as foundling
ARE,United Arab Emirates,2020,L01,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,L02,UAE 16(4) ,Withdrawal,Person is a naturalised citizen who has been resident outside the country and without reasons for a period of at least 2 years. ,Loss only applies to certain categories of citizens
ARE,United Arab Emirates,2020,L03,UAE 15(a),Withdrawal,Person engages in military service for any foreign country without permission and refuses to abandon such service when requested to do so.,Generally applicable provision
ARE,United Arab Emirates,2020,L04,UAE 15(b),Withdrawal,Person works for the interest of an enemy country. ,Generally applicable provision
ARE,United Arab Emirates,2020,L05,UAE 17,Withdrawal,Person acquires citizenship of a foreign country.,Generally applicable provision (withdrawal)
ARE,United Arab Emirates,2020,L06,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,L07,"UAE 14bis;
UAE 15bis",Withdrawal;Withdrawal,"Person is convicted for a crime stipulated in the Anti-Terrorism Act or a crime affecting the external security of the state;
Person is convicted for a crime affecting the internal security of the state.",Generally applicable provision
ARE,United Arab Emirates,2020,L08,UAE 16(1) ,Withdrawal,Person is a naturalised citizen who has been punished repeatedly for crimes of dishonour. ,Loss only applies to certain categories of citizens
ARE,United Arab Emirates,2020,L09,UAE 16(2) ,Nullification,"Person acquired citizenship based on forged data, fraud or deception.",Generally applicable provision
ARE,United Arab Emirates,2020,L10,UAE 16(3),Withdrawal,Person exercises citizenship rights in a foreign country.,Generally applicable provision
ARE,United Arab Emirates,2020,L11,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,L12,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,L13a,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,L13b,No provision,n.a.,n.a.,No provision
ARE,United Arab Emirates,2020,L14,No provision,n.a.,n.a.,No provision
ARG,Argentina,2020,L01,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L02,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L03,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L04,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L05,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L06,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L07,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L08,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L09,Decree 3213/84 (15),Withdrawal,Person acquired citizenship by option or naturalisation based on false facts. The judge must apply the rules of due process.,Loss only applies to certain categories of citizens
ARG,Argentina,2020,L10,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L11,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L12,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L13a,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L13b,No provision ,n.a.,n.a.,No provision
ARG,Argentina,2020,L14,No provision ,n.a.,n.a.,No provision
ARM,Armenia,2020,L01,ARM 24,Release,"Person proofs that s/he holds another citizenship. Other conditions: not indicted, has not been convicted by a court decision or sentence and has pending punishment, renunciation does not contravene State security interests, no unsettled obligations related to vital interests of State, Governmental and non-governmental organisations, as well as to other citizens.",Generally applicable provision (permission required)
ARM,Armenia,2020,L02,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L03,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L04,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L05,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L06,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L07,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L08,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L09,ARM 23(2),Lapse,"Person has acquired citizenship through false information or documents, unless more than five years have passed since citizenship was acquired.",Generally applicable provision
ARM,Armenia,2020,L10,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L11,"ARM 17, 22",Withdrawal," Person is under 14 years old, both parents lose citizenship, and the child acquires citizenship of another country. If one parent remains a citizen the consent of both parents is required unless the child resides outside the country and the parent who is a citizen gives his/her consent to the child losing citizenship. Child's consent is required if s/he is between 14 and 18 years old.",Generally applicable provision but exceptions apply
ARM,Armenia,2020,L12,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L13a,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L13b,No provision,n.a.,n.a.,No provision
ARM,Armenia,2020,L14,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L01,ANT 7,Renunciation,"Person is at least 18 years old and is, or becomes, a citizen of another country. Renunciation only takes effect after registration by the authorities. If citizenship of another country is not acquired within 6 months from the date of registration, and the person is not a dual national already, the renunciation becomes invalid. Renunciation not permissible if citizen obtaining citizenship from a country with which Antigua and Barbuda is at war or if could jeopardize Antigua and Barbuda's security or national interests.",Generally applicable provision (permission required)
ATG,Antigua and Barbuda,2020,L02,Investment Act (4),Withdrawal,Person is a CBI and does not reside for at least 35 days in Antigua and Barbuda within a five year period post-registration.,Loss only applies to certain categories of citizens
ATG,Antigua and Barbuda,2020,L03,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L04,"ANT 9(1)d, 9(2)",Withdrawal,Person acquired citizenship by naturalisation and has in any way assisted the enemy in a war in which Antigua and Barbuda was engaged. Loss cannot result in statelessness.,Loss only applies to certain categories of citizens
ATG,Antigua and Barbuda,2020,L05,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L06,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L07,"ANT 8, 9(1)a(i), 9(1)b-e",Withdrawal,"Person acquired citizenship by registration through fraudulent means or via false representation. Person acquired citizenship through naturalisation through fraudulent means or via false representation. After naturalisation, person is convicted of a criminal offence, treason or sedition, or the person engaged in activities prejudicial to the safety of Antigua and Barbuda, or has been disloyal (in act or speech) towards Antigua and Barbuda. Loss cannot result in statelessness.",Loss only applies to certain categories of citizens
ATG,Antigua and Barbuda,2020,L08,"ANT 9(1)(a)(ii), 9(1)b, 9(2)",Withdrawal,"Person acquired citizenship by naturalisation and has been convicted in any country for a criminal offence that carries the death penalty or imprisonment for at least 7 years, or has within 5 years of acquisition been sentenced in any country to imprisonment for at least 12 months. Loss cannot result in statelessness.",Loss only applies to certain categories of citizens
ATG,Antigua and Barbuda,2020,L09,"ANT 8, 9(1), 9(2)",Withdrawal,"Person acquired citizenship by registration or naturalisation based on fraud, false representation or concealment of a material fact. Loss cannot result in statelessness.",Loss only applies to certain categories of citizens
ATG,Antigua and Barbuda,2020,L10,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L11,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L12,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L13a,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L13b,No provision,n.a.,n.a.,No provision
ATG,Antigua and Barbuda,2020,L14,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L01,AUS 33,Release,"Minister must approve the application for renunciation if s/he is satisfied that the person is aged 18 or over and is either a national or citizen of a foreign country at the time of making an application, or born or ordinarily resident in a foreign country and not entitled, under the law of that country, to acquire the nationality or citizenship of that country because the person is an Australian citizen. Minister will not approve renunciation if s/he considers that it would not be in the interests of Australia to do so and unless satisfied that the person will become national or citizen of a foreign country immediately after approval.",Generally applicable provision (permission required)
AUS,Australia,2020,L02,AUS 34A,Withdrawal,Person became an Australian citizen under special provisions for persons engaging in activities that are of benefit to Australia (see mode A24) or in particular kinds of work requiring regular travel outside Australia. Other conditions: Minister is satisfied that the person will not meet the undertakings as to residence given under those provisions for acquisition.,Loss only applies to certain categories of citizens
AUS,Australia,2020,L03,AUS 35,Withdrawal,"Person is aged 14 or older and is a national or citizen of a country other than Australia. The foreign country must be at war with Australia and the service must occur outside Australia. The same provision extends to a person who 'fights for, or is in the service of, a declared terrorist organisation' where that service or fighting occurs outside Australia.",Generally applicable provision
AUS,Australia,2020,L04,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L05,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L06,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L07,AUS 33AA; AUS 35A,Withdrawal;Withdrawal,"Person is aged 14 or older, is also a national or citizen of another country, and acts inconsistently with his/her allegiance to Australia by engaging in specified types of terrorism-related offence that take their meaning from criminal legislation. The conduct triggering revocation must either have been engaged in outside Australia or the person has left Australia after engaging in the conduct and at that time had not been tried for any offence related to the conduct; Person is convicted of one or more of the terrorist offences listed in the act, is sentenced to a period of imprisonment that totals at least 6 years, is a national or citizen of another country, and the Minister is satisfied that the conduct demonstrates repudiation of allegiance and that it is not in the public interest for the person to retain citizenship.",Generally applicable provision
AUS,Australia,2020,L08,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L09,AUS 34,Withdrawal,"Person became a citizen by descent (born abroad to an Australian citizen) or intercountry adoption (AUS 34(1)), or by conferral (AUS 34(2)), and the person has been convicted of a fraud offence or gained citizenship as a result of third party fraud and the Minister is satisfied that it would be contrary to the public interest for the person to remain a citizen. If person acquired citizenship by conferral, revocation extends to serious offences of a fraudulent nature committed after the application to become an Australian citizen, and 'migration-related fraud'.",Loss only applies to certain categories of citizens
AUS,Australia,2020,L10,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L11,AUS 36,Withdrawal,"Person is a child whose responsible parent ceased to be an Australian citizen under modes L01, L02 or L09. The child's citizenship cannot be revoked while they have another responsible parent who is an Australian citizen or if revocation would result in the child becoming stateless.",Only applies if citizenship is lost on particular grounds and exceptions apply
AUS,Australia,2020,L12,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L13a,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L13b,No provision,n.a.,n.a.,No provision
AUS,Australia,2020,L14,No provision,n.a.,n.a.,No provision
AUT,Austria,2020,L01,AUT 37,Renunciation,"Person is a citizen of another country, has resided continuously abroad for at least five years, faces no pending charges for a crime with a sentence of more than 6 months, and has completed military or alternative service in Austria or abroad, or is physically or mentally unfit for military service, or is younger than 16 or older than 36. If person has resided continuously abroad for at least five years, possession of other citizenship is the only requirement.",Generally applicable provision (permission required)
AUT,Austria,2020,L02,No provision,n.a.,n.a.,No provision
AUT,Austria,2020,L03,AUT 32,Withdrawal,Person voluntarily enters military service of another country.,Generally applicable provision
AUT,Austria,2020,L04,AUT 33 (1),Withdrawal,Person is in the service of another country and her/his actions substantially damage the interests and reputation of Austria. ,Generally applicable provision
AUT,Austria,2020,L05,"AUT 27, 28",Lapse,"Person acquires citizenship of another country on the basis of an application, a declaration or an explicit expression of consent, and has not obtained permission to retain citizenship. Permission to retain citizenship may be granted if a) retaining citizenship is in the interest of the country due to past and expected future achievements of the applicant or due to other special reasons or b) if person has acquired citizenship by descent and special reasons exist that are related to the person's private or family life, or - in case the person is a minor - if this is in the interests of the child. Conditions: the other country agrees to the retention of the Austrian citizenship, clean criminal record, no adverse impact on the international relations of the Republic of Austria and the person must have an <d4>affirmative attitude towards the Republic of Austria<d5>, and he or she must not represent a danger to public law, order and security including any other public interest that is covered by Art. 8(2) ECHR.",Generally applicable provision but with exceptions (lapse)
AUT,Austria,2020,L06,No provision,n.a.,n.a.,No provision
AUT,Austria,2020,L07,AUT 33 (2),Withdrawal,A person with dual nationality actively takes part in fighting 'in an organised armed group in hostilities abroad as part of an armed conflict'. ,Generally applicable provision
AUT,Austria,2020,L08,No provision,n.a.,n.a.,No provision
AUT,Austria,2020,L09,AUT 24,Nullification,"Person acquired citizenship based on a faked document or wrong information, criminal activity, or by fraud in some other way. Based on General Law on Administrative Procedures. ",Generally applicable provision
AUT,Austria,2020,L10,AUT 34,Withdrawal,"Person has acquired citizenship by naturalisation (but not based on spousal or filial extension or special achievements) and fails to renounce citizenship of another country after two, but within six years after the acquisition of citizenship.",Loss only applies to certain categories of citizens
AUT,Austria,2020,L11,"AUT 24;
AUT 29",Nullification;Lapse,"Parent of minor loses citizenship due to discovery of fraud in acquisition procedure;
Parent of an unmarried minor loses citizenship due to acquisition of another citizenship and extends the acquisition to the minor (or would extend it if the minor were not already a citizen of that country). Provision does not apply if the other parent remains a citizen. ",Only applies if citizenship is lost on particular grounds and exceptions apply
AUT,Austria,2020,L12,No provision,n.a.,n.a.,No provision
AUT,Austria,2020,L13a,No provision,n.a.,n.a.,No provision
AUT,Austria,2020,L13b,No provision,n.a.,n.a.,No provision
AUT,Austria,2020,L14,AUT 8,Lapse,Person has acquired citizenship as a foundling or as a presumptively stateless person and her/his citizenship of another country is established.,Loss applies to person who has acquired citizenship as foundling or stateless person
AZE,Azerbaijan,2020,L01,AZE 17,Release,"Person has honoured his/her commitments to the state and does not have property obligations related to the interests of legal and physical entities of the country, has not been called for criminal liability, there is no enacted court decision to be executed about this person, and renunciation does not contravene state security interests.",Generally applicable provision (permission required)
AZE,Azerbaijan,2020,L02,No provision,n.a.,n.a.,No provision
AZE,Azerbaijan,2020,L03,AZE 18,Withdrawal,Person voluntarily serves in the armed forces or other military units of a foreign country.,Generally applicable provision
AZE,Azerbaijan,2020,L04,AZE 18,Withdrawal,Person voluntarily serves in state or municipal bodies of a foreign country.,Generally applicable provision
AZE,Azerbaijan,2020,L05,AZE 18,Withdrawal,Person voluntarily acquires citizenship of another country.,Generally applicable provision (withdrawal)
AZE,Azerbaijan,2020,L06,No provision,n.a.,n.a.,No provision
AZE,Azerbaijan,2020,L07,AZE 18,Withdrawal,Person behaves in a way that causes serious damage to state security.,Generally applicable provision
AZE,Azerbaijan,2020,L08,No provision,n.a.,n.a.,No provision
AZE,Azerbaijan,2020,L09,AZE 18,Withdrawal,Person acquired citizenship by intentionally falsifying necessary information or by submitting a false document.,Generally applicable provision
AZE,Azerbaijan,2020,L10,No provision,n.a.,n.a.,No provision
AZE,Azerbaijan,2020,L11,No provision,n.a.,n.a.,No provision
AZE,Azerbaijan,2020,L12,No provision,n.a.,n.a.,No provision
AZE,Azerbaijan,2020,L13a,No provision,n.a.,n.a.,No provision
AZE,Azerbaijan,2020,L13b,"AZE 24, 25",Withdrawal,Person is adopted by parents at least one of whom has a foreign citizenship and the adopting parents agree on the child losing citizenship of Azerbaijan. Child's consent is required if between 14 and 18 years old.,Generally applicable provision
AZE,Azerbaijan,2020,L14,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L01,BUR 30-32,Renunciation ,Person who possesses another citizenship may at majority renounce Burundian citizenship.,Generally applicable provision (citizenship can be renounced)
BDI,Burundi,2020,L02,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L03,BUR 33(b),Withdrawal,Person is a naturalised citizen who takes part in a foreign army in a war declared against Burundi.,Loss only applies to certain categories of citizens
BDI,Burundi,2020,L04,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L05,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L06,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L07,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L08,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L09,BUR 33(a),Withdrawal,"Person is a naturalised citizen who has acquired citizenship by fraud, corruption of a public servant or any other illegal procedure.",Loss only applies to certain categories of citizens
BDI,Burundi,2020,L10,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L11,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L12,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L13a,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L13b,No provision,n.a.,n.a.,No provision
BDI,Burundi,2020,L14,No provision,n.a.,n.a.,No provision
BEL,Belgium,2020,L01,BEL 22(1)(2),Renunciation,"Person is a citizen of Belgium and is, or will become, a citizen of another country. If person is not yet a citizen of another country, the declaration works only upon the effective acquisition of the new citizenship.",Generally applicable provision (citizenship can be renounced)
BEL,Belgium,2020,L02,"BEL 22(1)(5), 22(3)",Lapse,"Person was born abroad, is a citizen of another country and has resided uninterruptedly abroad from the age of 18 until 28. Loss can be prevented by making a declaration expressing the wish to remain a citizen before reaching the age of 28. Does not apply to persons holding an office and residing abroad on behalf of the government or who are staff members of an organisation/company governed by Belgian law. ",Generally applicable provision
BEL,Belgium,2020,L03,No provision,n.a.,n.a.,No provision
BEL,Belgium,2020,L04,No provision,n.a.,n.a.,No provision
BEL,Belgium,2020,L05,No provision,n.a.,n.a.,No provision
BEL,Belgium,2020,L06,No provision,n.a.,n.a.,No provision
BEL,Belgium,2020,L07,"BEL 23(1)(2), 23/1",Withdrawal,Person has acquired citizenship other than by birth and has violated his/her duties as a national or has been convicted for committing a serious crime against Belgium.,Loss only applies to certain categories of citizens
BEL,Belgium,2020,L08,BEL 23/1,Withdrawal,Person has acquired citizenship other than by birth and has been convicted for committing a serious crime ,Loss only applies to certain categories of citizens
BEL,Belgium,2020,L09,BEL 23(1)(1),Withdrawal,"Person has acquired citizenship other than by birth and has acquired citizenship by means of false representation, use of forged documents or concealment of facts which would have precluded the granting of citizenship (expiration period of 5 years).",Loss only applies to certain categories of citizens
BEL,Belgium,2020,L10,No provision,n.a.,n.a.,No provision
BEL,Belgium,2020,L11,"BEL 22(1)(3),
BEL 22(1)(6), BEL 22(3)",Lapse,"Parent of a minor renounces citizenship, acquires the citizenship of another country, and extends the acquisition to the minor (or would extend it if the minor were not already a citizen of that country). Provision does not apply if the minor's other parent remains a citizen, if the parent is the minor's sole legal representative and loses citizenship because of permanent residence abroad, or if the minor would thereby become stateless.",Only applies if citizenship is lost on particular grounds and exceptions apply
BEL,Belgium,2020,L12,No provision,n.a.,n.a.,No provision
BEL,Belgium,2020,L13a,BEL 8(4) ,Lapse,Person is a minor whose family relationship with a citizen is annulled.,Generally applicable provision
BEL,Belgium,2020,L13b,BEL 22(1)(4),Lapse,"Person is a minor who is adopted by citizen(s) of another country and acquires or already possesses citizenship of that country. Citizenship is not lost if one of the adoptive parents is a citizen, or if the person married to the adoptive parent is a citizen.",Loss applies only to person adopted by two foreign citizens
BEL,Belgium,2020,L14,BEL 10,Lapse,"Person is a minor, has acquired citizenship as a foundling or stateless person, and his/her citizenship of another country is established. ",Loss applies to person who has acquired citizenship as foundling or stateless person
BEN,Benin,2020,L01,BEN 45; BEN 46,Renunciation;Release,"Person is a minor who repudiates citizenship that was acquired as the child of unknown/stateless parents, birth abroad to a mother who is citizen, adoption by a foreigner, or because parents naturalised; Person voluntarily acquires another citizenship and is authorised in advance to renounce citizenship of Benin.",Renunciation procedure depends on how citizenship was acquired
BEN,Benin,2020,L02,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L03,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L04,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L05,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L06,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L07,BEN 51,Withdrawal,"Person is a naturalised citizen who is convicted of a crime against state security, or has rendered services to a foreign state incompatible with the status of a citizen.",Loss only applies to certain categories of citizens
BEN,Benin,2020,L08,BEN 51,Withdrawal,"Person is a naturalised citizen who is convicted of a crime punishable by at least 5 years imprisonment, or has been convicted for not fulfiling military service obligations.",Loss only applies to certain categories of citizens
BEN,Benin,2020,L09,BEN 62-63,Withdrawal,"Person does not in fact fulfil the conditions for naturalisation, or has knowingly made a false declaration for naturalisation or reacquisition. ",Loss only applies to certain categories of citizens
BEN,Benin,2020,L10,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L11,BEN 53,Withdrawal,"Person is the minor child of a person whose citizenship is withdrawn, and the mother does not retain citizenship. Loss cannot result in statelessness.",Generally applicable provision
BEN,Benin,2020,L12,BEN 53,Withdrawal,Person is the wife of a person whose citizenship is withdrawn. Loss cannot result in statelessness.,Only applies to female spouse if citizenship lost by male citizen
BEN,Benin,2020,L13a,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L13b,No provision,n.a.,n.a.,No provision
BEN,Benin,2020,L14,BEN 10,Lapse,Person acquired citizenship as a newborn foundling but is proved to hold citizenship of another country.,Loss applies to person who has acquired citizenship as stateless person
BFA,Burkina Faso,2020,L01,BUF 186; BUF 186,Renunciation;Release," Person is born abroad and only one parent is a citizen, or person has acquired citizenship on the basis of birth in Burkina Faso and one parent was also born there, or person marries a foreigner and acquires his/her citizenship.; Person has another citizenship and does not meet the conditions for 'declaration' procedure.",Renunciation procedure depends on how citizenship was acquired
BFA,Burkina Faso,2020,L02,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L03,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L04,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L05,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L06,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L07,BUF 189(1)-(3),Withdrawal,"Person acquired Burkinabe citizenship and is convicted of an offence against state security or against the institutions of the state, or carries out acts incompatible with the status of citizen and prejudicial to the interests of Burkina Faso. Events must have occurred within 10 years of acquiring citizenship.",Loss only applies to certain categories of citizens
BFA,Burkina Faso,2020,L08,BUF 189(4)-(5),Withdrawal,"Person is convicted and sentenced to 5 years imprisonment or more in Burkina Faso or elsewhere of an act that is criminal under Burkina Faso law, or to 3 months imprisonment or more for fiscal fraud. Events must have occurred within 10 years of acquiring citizenship.",Loss only applies to certain categories of citizens
BFA,Burkina Faso,2020,L09,BUF 199,Lapse,Person has knowingly made a false declaration or presented false documents to acquire citizenship. Implications are not clear in the legislation.,Generally applicable provision
BFA,Burkina Faso,2020,L10,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L11,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L12,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L13a,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L13b,No provision,n.a.,n.a.,No provision
BFA,Burkina Faso,2020,L14,BUF 141; BUF 143,Lapse;Lapse,Person's descent from a foreigner is established during his/her minority and person has the citizenship of that parent.; Person acquired Burkinabe citizenship on the basis that s/he would otherwise be stateless and acquires the citizenship of one of parents during his/her minority.,Loss applies to person who has acquired citizenship as foundling or stateless person
BGD,Bangladesh,2020,L01,"1926 Act, 10(1)",Renunciation,No conditions.,Generally applicable provision (citizenship can be renounced)
